Date,Allegany_HPI_AllTransactions,Allegany_Civilian_Labor_Force,Allegany_Employment_Count,Allegany_Poverty_All_Ages,Allegany_Active_Listings,Allegany_Median_Listing_Price,Allegany_Permits_Annual,Allegany_Real_GDP,Allegany_Population_Annual,Allegany_Unemployed_Persons,Allegany_Unemployment_Rate,Anne Arundel_HPI_AllTransactions,Anne Arundel_Civilian_Labor_Force,Anne Arundel_Employment_Count,Anne Arundel_Poverty_All_Ages,Anne Arundel_Active_Listings,Anne Arundel_Median_Listing_Price,Anne Arundel_Permits_Annual,Anne Arundel_Real_GDP,Anne Arundel_Population_Annual,Anne Arundel_Unemployed_Persons,Anne Arundel_Unemployment_Rate,Baltimore County_HPI_AllTransactions,Baltimore County_Civilian_Labor_Force,Baltimore County_Employment_Count,Baltimore County_Poverty_All_Ages,Baltimore County_Active_Listings,Baltimore County_Median_Listing_Price,Baltimore County_Permits_Annual,Baltimore County_Real_GDP,Baltimore County_Population_Annual,Baltimore County_Unemployed_Persons,Baltimore County_Unemployment_Rate,Baltimore City_HPI_AllTransactions,Baltimore City_Civilian_Labor_Force,Baltimore City_Employment_Count,Baltimore City_Poverty_All_Ages,Baltimore City_Active_Listings,Baltimore City_Median_Listing_Price,Baltimore City_Permits_Annual,Baltimore City_Real_GDP,Baltimore City_Population_Annual,Baltimore City_Unemployed_Persons,Baltimore City_Unemployment_Rate,Calvert_HPI_AllTransactions,Calvert_Civilian_Labor_Force,Calvert_Employment_Count,Calvert_Poverty_All_Ages,Calvert_Active_Listings,Calvert_Median_Listing_Price,Calvert_Permits_Annual,Calvert_Real_GDP,Calvert_Population_Annual,Calvert_Unemployed_Persons,Calvert_Unemployment_Rate,Caroline_HPI_AllTransactions,Caroline_Civilian_Labor_Force,Caroline_Employment_Count,Caroline_Poverty_All_Ages,Caroline_Permits_Annual,Caroline_Real_GDP,Caroline_Population_Annual,Caroline_Unemployed_Persons,Caroline_Unemployment_Rate,Carroll_HPI_AllTransactions,Carroll_Civilian_Labor_Force,Carroll_Employment_Count,Carroll_Poverty_All_Ages,Carroll_Active_Listings,Carroll_Median_Listing_Price,Carroll_Permits_Annual,Carroll_Real_GDP,Carroll_Population_Annual,Carroll_Unemployed_Persons,Carroll_Unemployment_Rate,Cecil_HPI_AllTransactions,Cecil_Civilian_Labor_Force,Cecil_Employment_Count,Cecil_Poverty_All_Ages,Cecil_Active_Listings,Cecil_Median_Listing_Price,Cecil_Permits_Annual,Cecil_Real_GDP,Cecil_Population_Annual,Cecil_Unemployed_Persons,Cecil_Unemployment_Rate,Charles_HPI_AllTransactions,Charles_Civilian_Labor_Force,Charles_Employment_Count,Charles_Poverty_All_Ages,Charles_Active_Listings,Charles_Median_Listing_Price,Charles_Permits_Annual,Charles_Real_GDP,Charles_Population_Annual,Charles_Unemployed_Persons,Charles_Unemployment_Rate,Dorchester_HPI_AllTransactions,Dorchester_Civilian_Labor_Force,Dorchester_Employment_Count,Dorchester_Poverty_All_Ages,Dorchester_Permits_Annual,Dorchester_Real_GDP,Dorchester_Population_Annual,Dorchester_Unemployed_Persons,Dorchester_Unemployment_Rate,Frederick_HPI_AllTransactions,Frederick_Civilian_Labor_Force,Frederick_Employment_Count,Frederick_Poverty_All_Ages,Frederick_Active_Listings,Frederick_Median_Listing_Price,Frederick_Permits_Annual,Frederick_Real_GDP,Frederick_Population_Annual,Frederick_Unemployed_Persons,Frederick_Unemployment_Rate,Garrett_HPI_AllTransactions,Garrett_Civilian_Labor_Force,Garrett_Employment_Count,Somerset_HPI_AllTransactions,Somerset_Civilian_Labor_Force,Somerset_Employment_Count,Somerset_Poverty_All_Ages,Somerset_Permits_Annual,Somerset_Real_GDP,Somerset_Population_Annual,Somerset_Unemployed_Persons,Somerset_Unemployment_Rate,St. Mary's_HPI_AllTransactions,St. Mary's_Civilian_Labor_Force,St. Mary's_Employment_Count,St. Mary's_Poverty_All_Ages,St. Mary's_Active_Listings,St. Mary's_Median_Listing_Price,St. Mary's_Permits_Annual,St. Mary's_Real_GDP,St. Mary's_Population_Annual,St. Mary's_Unemployed_Persons,St. Mary's_Unemployment_Rate,Talbot_HPI_AllTransactions,Talbot_Civilian_Labor_Force,Talbot_Employment_Count,Talbot_Poverty_All_Ages,Talbot_Permits_Annual,Talbot_Real_GDP,Talbot_Population_Annual,Talbot_Unemployed_Persons,Talbot_Unemployment_Rate,Washington_HPI_AllTransactions,Washington_Civilian_Labor_Force,Washington_Employment_Count,Washington_Poverty_All_Ages,Washington_Active_Listings,Washington_Median_Listing_Price,Washington_Permits_Annual,Washington_Real_GDP,Washington_Population_Annual,Washington_Unemployed_Persons,Washington_Unemployment_Rate,Wicomico_HPI_AllTransactions,Wicomico_Civilian_Labor_Force,Wicomico_Employment_Count,Wicomico_Poverty_All_Ages,Wicomico_Active_Listings,Wicomico_Median_Listing_Price,Wicomico_Permits_Annual,Wicomico_Real_GDP,Wicomico_Population_Annual,Wicomico_Unemployed_Persons,Wicomico_Unemployment_Rate,Worcester_HPI_AllTransactions,Worcester_Civilian_Labor_Force,Worcester_Employment_Count,Worcester_Poverty_All_Ages,Worcester_Active_Listings,Worcester_Median_Listing_Price,Worcester_Permits_Annual,Worcester_Real_GDP,Worcester_Population_Annual,Worcester_Unemployed_Persons,Worcester_Unemployment_Rate
2015-07-31,133.73,32244.0,29919.0,18.5,,,25.0,2823563.0,73.051,2325.0,7.2,174.59,307548.0,293499.0,6.7,,,2441.0,46112183.0,559.421,14049.0,4.6,160.08,454685.0,429804.0,9.8,,,1004.0,49683946.0,825.201,24881.0,5.5,180.54,300432.0,364.7,23.3,,,821.0,44828512.0,623.833,23777.0,7.9,157.74,48132.0,45706.0,7.2,,,213.0,4429365.0,90.595,2426.0,5.0,137.13,18240.0,17296.0,16.0,35.0,1191589.0,32.542,944.0,5.2,159.73,95602.0,91392.0,5.9,,,355.0,6037605.0,167.383,4210.0,4.4,145.42,53809.0,50422.0,10.6,,,278.0,3772600.0,102.252,3387.0,6.3,147.82,82301.0,77890.0,7.2,,,790.0,5901002.0,154.448,4411.0,5.4,125.76,16501.0,15428.0,17.5,27.0,1295478.0,32.502,1073.0,6.5,156.25,131398.0,125391.0,6.5,,,1311.0,12846283.0,243.487,6007.0,4.6,154.78,16493.0,15543.0,137.34,10267.0,9463.0,25.5,140.0,929361.0,25.581,804.0,7.8,156.59,55964.0,52942.0,8.6,,,457.0,6784200.0,109.998,3022.0,5.4,148.79,20209.0,19317.0,11.7,43.0,2091693.0,37.533,892.0,4.4,133.35,77903.0,73561.0,13.8,,,274.0,6880575.0,149.128,4342.0,5.6,132.22,55037.0,51557.0,16.9,,,168.0,4795056.0,101.416,3480.0,6.3,154.09,27111.0,25120.0,11.9,,,200.0,2725895.0,51.581,1991.0,7.3
2015-08-31,133.73,31889.0,29723.0,18.5,,,25.0,2823563.0,73.051,2166.0,6.8,174.59,304912.0,291592.0,6.7,,,2441.0,46112183.0,559.421,13320.0,4.4,160.08,450509.0,427131.0,9.8,,,1004.0,49683946.0,825.201,23378.0,5.2,180.54,298002.0,365.1,23.3,,,821.0,44828512.0,623.833,22902.0,7.7,157.74,47486.0,45211.0,7.2,,,213.0,4429365.0,90.595,2275.0,4.8,137.13,17881.0,16980.0,16.0,35.0,1191589.0,32.542,901.0,5.0,159.73,94267.0,90374.0,5.9,,,355.0,6037605.0,167.383,3893.0,4.1,145.42,52834.0,49643.0,10.6,,,278.0,3772600.0,102.252,3191.0,6.0,147.82,81208.0,77066.0,7.2,,,790.0,5901002.0,154.448,4142.0,5.1,125.76,16176.0,15160.0,17.5,27.0,1295478.0,32.502,1016.0,6.3,156.25,129150.0,123627.0,6.5,,,1311.0,12846283.0,243.487,5523.0,4.3,154.78,16124.0,15263.0,137.34,9822.0,9104.0,25.5,140.0,929361.0,25.581,718.0,7.3,156.59,55180.0,52385.0,8.6,,,457.0,6784200.0,109.998,2795.0,5.1,148.79,19861.0,19009.0,11.7,43.0,2091693.0,37.533,852.0,4.3,133.35,76805.0,72726.0,13.8,,,274.0,6880575.0,149.128,4079.0,5.3,132.22,53653.0,50489.0,16.9,,,168.0,4795056.0,101.416,3164.0,5.9,154.09,26379.0,24538.0,11.9,,,200.0,2725895.0,51.581,1841.0,7.0
2015-09-30,133.73,31983.0,30060.0,18.5,,,25.0,2823563.0,73.051,1923.0,6.0,174.59,301663.0,289167.0,6.7,,,2441.0,46112183.0,559.421,12496.0,4.1,160.08,445431.0,423501.0,9.8,,,1004.0,49683946.0,825.201,21930.0,4.9,180.54,292966.0,363.0,23.3,,,821.0,44828512.0,623.833,20204.0,6.9,157.74,47236.0,45173.0,7.2,,,213.0,4429365.0,90.595,2063.0,4.4,137.13,17658.0,16829.0,16.0,35.0,1191589.0,32.542,829.0,4.7,159.73,93544.0,89963.0,5.9,,,355.0,6037605.0,167.383,3581.0,3.8,145.42,52529.0,49718.0,10.6,,,278.0,3772600.0,102.252,2811.0,5.4,147.82,80826.0,77059.0,7.2,,,790.0,5901002.0,154.448,3767.0,4.7,125.76,16211.0,15256.0,17.5,27.0,1295478.0,32.502,955.0,5.9,156.25,128909.0,123524.0,6.5,,,1311.0,12846283.0,243.487,5385.0,4.2,154.78,15898.0,15107.0,137.34,9627.0,8984.0,25.5,140.0,929361.0,25.581,643.0,6.7,156.59,54686.0,52216.0,8.6,,,457.0,6784200.0,109.998,2470.0,4.5,148.79,19495.0,18669.0,11.7,43.0,2091693.0,37.533,826.0,4.2,133.35,76501.0,72701.0,13.8,,,274.0,6880575.0,149.128,3800.0,5.0,132.22,51804.0,48897.0,16.9,,,168.0,4795056.0,101.416,2907.0,5.6,154.09,25510.0,23817.0,11.9,,,200.0,2725895.0,51.581,1693.0,6.6
2015-10-31,133.73,32458.0,30498.0,18.5,,,25.0,2823563.0,73.051,1960.0,6.0,174.59,304717.0,291956.0,6.7,,,2441.0,46112183.0,559.421,12761.0,4.2,160.08,450036.0,427600.0,9.8,,,1004.0,49683946.0,825.201,22436.0,5.0,180.54,296087.0,366.7,23.3,,,821.0,44828512.0,623.833,20762.0,7.0,157.74,47522.0,45418.0,7.2,,,213.0,4429365.0,90.595,2104.0,4.4,137.13,17727.0,16852.0,16.0,35.0,1191589.0,32.542,875.0,4.9,159.73,94398.0,90719.0,5.9,,,355.0,6037605.0,167.383,3679.0,3.9,145.42,53078.0,50149.0,10.6,,,278.0,3772600.0,102.252,2929.0,5.5,147.82,81293.0,77417.0,7.2,,,790.0,5901002.0,154.448,3876.0,4.8,125.76,16240.0,15234.0,17.5,27.0,1295478.0,32.502,1006.0,6.2,156.25,129697.0,124217.0,6.5,,,1311.0,12846283.0,243.487,5480.0,4.2,154.78,15871.0,15080.0,137.34,9308.0,8624.0,25.5,140.0,929361.0,25.581,684.0,7.3,156.59,54936.0,52405.0,8.6,,,457.0,6784200.0,109.998,2531.0,4.6,148.79,19567.0,18721.0,11.7,43.0,2091693.0,37.533,846.0,4.3,133.35,77486.0,73588.0,13.8,,,274.0,6880575.0,149.128,3898.0,5.0,132.22,50153.0,47078.0,16.9,,,168.0,4795056.0,101.416,3075.0,6.1,154.09,25052.0,22962.0,11.9,,,200.0,2725895.0,51.581,2090.0,8.3
2015-11-30,133.73,32325.0,30354.0,18.5,,,25.0,2823563.0,73.051,1971.0,6.1,174.59,304019.0,292022.0,6.7,,,2441.0,46112183.0,559.421,11997.0,3.9,160.08,449148.0,427873.0,9.8,,,1004.0,49683946.0,825.201,21275.0,4.7,180.54,295505.0,365.6,23.3,,,821.0,44828512.0,623.833,19738.0,6.7,157.74,47441.0,45498.0,7.2,,,213.0,4429365.0,90.595,1943.0,4.1,137.13,17293.0,16422.0,16.0,35.0,1191589.0,32.542,871.0,5.0,159.73,93510.0,90115.0,5.9,,,355.0,6037605.0,167.383,3395.0,3.6,145.42,53169.0,50313.0,10.6,,,278.0,3772600.0,102.252,2856.0,5.4,147.82,81260.0,77606.0,7.2,,,790.0,5901002.0,154.448,3654.0,4.5,125.76,15774.0,14755.0,17.5,27.0,1295478.0,32.502,1019.0,6.5,156.25,128787.0,123645.0,6.5,,,1311.0,12846283.0,243.487,5142.0,4.0,154.78,15441.0,14584.0,137.34,8837.0,8154.0,25.5,140.0,929361.0,25.581,683.0,7.7,156.59,54645.0,52252.0,8.6,,,457.0,6784200.0,109.998,2393.0,4.4,148.79,19090.0,18223.0,11.7,43.0,2091693.0,37.533,867.0,4.5,133.35,77814.0,74084.0,13.8,,,274.0,6880575.0,149.128,3730.0,4.8,132.22,48989.0,45798.0,16.9,,,168.0,4795056.0,101.416,3191.0,6.5,154.09,25194.0,22244.0,11.9,,,200.0,2725895.0,51.581,2950.0,11.7
2015-12-31,134.09,32361.0,30326.0,20.0,,,49.0,2851350.0,72.501,2035.0,6.3,178.21,303532.0,292656.0,6.0,,,2656.0,47215637.0,563.133,10876.0,3.6,163.26,448788.0,428815.0,9.1,,,1312.0,50529775.0,827.796,19973.0,4.5,185.38,295563.0,366.2,22.7,,,1293.0,45526820.0,622.831,19071.0,6.5,159.31,47401.0,45635.0,5.9,,,332.0,4834802.0,90.542,1766.0,3.7,138.1,17373.0,16540.0,14.4,46.0,1308652.0,32.601,833.0,4.8,161.57,93416.0,90335.0,6.2,,,319.0,6138260.0,167.201,3081.0,3.3,143.98,53084.0,50379.0,10.0,,,109.0,4024844.0,102.453,2705.0,5.1,150.98,81293.0,77909.0,7.1,,,1214.0,5740970.0,155.775,3384.0,4.2,131.59,15564.0,14544.0,18.1,36.0,1285379.0,32.431,1020.0,6.6,159.6,128634.0,123929.0,7.4,,,1303.0,12924134.0,245.145,4705.0,3.7,155.2,15471.0,14504.0,138.19,8840.0,8139.0,25.8,181.0,1046693.0,25.705,701.0,7.9,157.03,54371.0,52191.0,8.7,,,641.0,6963774.0,111.092,2180.0,4.0,154.05,19095.0,18233.0,10.4,73.0,2096958.0,37.431,862.0,4.5,137.43,77825.0,74145.0,12.0,,,320.0,6852783.0,149.16,3680.0,4.7,135.25,48825.0,45553.0,14.7,,,137.0,4995490.0,101.82,3272.0,6.7,158.38,25442.0,22115.0,11.3,,,266.0,2819050.0,51.472,3327.0,13.1
2016-01-31,134.09,29109.0,26765.0,20.0,,,49.0,2851350.0,72.501,2344.0,8.1,178.21,295188.0,283159.0,6.0,,,2656.0,47215637.0,563.133,12029.0,4.1,163.26,434365.0,412787.0,9.1,,,1312.0,50529775.0,827.796,21578.0,5.0,185.38,301755.0,368.3,22.7,,,1293.0,45526820.0,622.831,20215.0,6.7,159.31,47207.0,45266.0,5.9,,,332.0,4834802.0,90.542,1941.0,4.1,138.1,16027.0,15106.0,14.4,46.0,1308652.0,32.601,921.0,5.7,161.57,89776.0,86169.0,6.2,,,319.0,6138260.0,167.201,3607.0,4.0,143.98,50171.0,47148.0,10.0,,,109.0,4024844.0,102.453,3023.0,6.0,150.98,82697.0,79058.0,7.1,,,1214.0,5740970.0,155.775,3639.0,4.4,131.59,15415.0,14302.0,18.1,36.0,1285379.0,32.431,1113.0,7.2,159.6,137867.0,132491.0,7.4,,,1303.0,12924134.0,245.145,5376.0,3.9,155.2,14241.0,13127.0,138.19,10006.0,9270.0,25.8,181.0,1046693.0,25.705,736.0,7.4,157.03,56707.0,54270.0,8.7,,,641.0,6963774.0,111.092,2437.0,4.3,154.05,17960.0,16991.0,10.4,73.0,2096958.0,37.431,969.0,5.4,137.43,72514.0,68348.0,12.0,,,320.0,6852783.0,149.16,4166.0,5.7,135.25,52999.0,49593.0,14.7,,,137.0,4995490.0,101.82,3406.0,6.4,158.38,23524.0,20031.0,11.3,,,266.0,2819050.0,51.472,3493.0,14.8
2016-02-29,134.09,29575.0,27222.0,20.0,,,49.0,2851350.0,72.501,2353.0,8.0,178.21,295731.0,283861.0,6.0,,,2656.0,47215637.0,563.133,11870.0,4.0,163.26,435216.0,413850.0,9.1,,,1312.0,50529775.0,827.796,21366.0,4.9,185.38,301757.0,367.2,22.7,,,1293.0,45526820.0,622.831,19599.0,6.5,159.31,47825.0,45910.0,5.9,,,332.0,4834802.0,90.542,1915.0,4.0,138.1,16225.0,15284.0,14.4,46.0,1308652.0,32.601,941.0,5.8,161.57,90184.0,86496.0,6.2,,,319.0,6138260.0,167.201,3688.0,4.1,143.98,50235.0,47178.0,10.0,,,109.0,4024844.0,102.453,3057.0,6.1,150.98,83281.0,79635.0,7.1,,,1214.0,5740970.0,155.775,3646.0,4.4,131.59,15506.0,14400.0,18.1,36.0,1285379.0,32.431,1106.0,7.1,159.6,138169.0,132788.0,7.4,,,1303.0,12924134.0,245.145,5381.0,3.9,155.2,14317.0,13174.0,138.19,10177.0,9439.0,25.8,181.0,1046693.0,25.705,738.0,7.3,157.03,57446.0,55073.0,8.7,,,641.0,6963774.0,111.092,2373.0,4.1,154.05,17932.0,16976.0,10.4,73.0,2096958.0,37.431,956.0,5.3,137.43,72309.0,67969.0,12.0,,,320.0,6852783.0,149.16,4340.0,6.0,135.25,53720.0,50335.0,14.7,,,137.0,4995490.0,101.82,3385.0,6.3,158.38,23780.0,20478.0,11.3,,,266.0,2819050.0,51.472,3302.0,13.9
2016-03-31,134.09,29777.0,27583.0,20.0,,,49.0,2851350.0,72.501,2194.0,7.4,178.21,297568.0,285932.0,6.0,,,2656.0,47215637.0,563.133,11636.0,3.9,163.26,438077.0,417099.0,9.1,,,1312.0,50529775.0,827.796,20978.0,4.8,185.38,303825.0,365.4,22.7,,,1293.0,45526820.0,622.831,19550.0,6.4,159.31,48063.0,46190.0,5.9,,,332.0,4834802.0,90.542,1873.0,3.9,138.1,16557.0,15646.0,14.4,46.0,1308652.0,32.601,911.0,5.5,161.57,90767.0,87289.0,6.2,,,319.0,6138260.0,167.201,3478.0,3.8,143.98,50625.0,47752.0,10.0,,,109.0,4024844.0,102.453,2873.0,5.7,150.98,83654.0,80103.0,7.1,,,1214.0,5740970.0,155.775,3551.0,4.2,131.59,15816.0,14718.0,18.1,36.0,1285379.0,32.431,1098.0,6.9,159.6,138933.0,133831.0,7.4,,,1303.0,12924134.0,245.145,5102.0,3.7,155.2,14131.0,13086.0,138.19,10295.0,9596.0,25.8,181.0,1046693.0,25.705,699.0,6.8,157.03,57840.0,55502.0,8.7,,,641.0,6963774.0,111.092,2338.0,4.0,154.05,18131.0,17228.0,10.4,73.0,2096958.0,37.431,903.0,5.0,137.43,73125.0,69021.0,12.0,,,320.0,6852783.0,149.16,4104.0,5.6,135.25,54115.0,50944.0,14.7,,,137.0,4995490.0,101.82,3171.0,5.9,158.38,24549.0,21503.0,11.3,,,266.0,2819050.0,51.472,3046.0,12.4
2016-04-30,134.09,29658.0,27845.0,20.0,,,49.0,2851350.0,72.501,1813.0,6.1,178.21,296106.0,285963.0,6.0,,,2656.0,47215637.0,563.133,10143.0,3.4,163.26,436487.0,417658.0,9.1,,,1312.0,50529775.0,827.796,18829.0,4.3,185.38,301866.0,366.6,22.7,,,1293.0,45526820.0,622.831,17510.0,5.8,159.31,47338.0,45686.0,5.9,,,332.0,4834802.0,90.542,1652.0,3.5,138.1,16787.0,16047.0,14.4,46.0,1308652.0,32.601,740.0,4.4,161.57,90684.0,87739.0,6.2,,,319.0,6138260.0,167.201,2945.0,3.2,143.98,50290.0,47822.0,10.0,,,109.0,4024844.0,102.453,2468.0,4.9,150.98,83276.0,80102.0,7.1,,,1214.0,5740970.0,155.775,3174.0,3.8,131.59,15880.0,14940.0,18.1,36.0,1285379.0,32.431,940.0,5.9,159.6,138653.0,134187.0,7.4,,,1303.0,12924134.0,245.145,4466.0,3.2,155.2,13795.0,13005.0,138.19,10222.0,9627.0,25.8,181.0,1046693.0,25.705,595.0,5.8,157.03,57165.0,55115.0,8.7,,,641.0,6963774.0,111.092,2050.0,3.6,154.05,18163.0,17485.0,10.4,73.0,2096958.0,37.431,678.0,3.7,137.43,72636.0,69175.0,12.0,,,320.0,6852783.0,149.16,3461.0,4.8,135.25,53182.0,50440.0,14.7,,,137.0,4995490.0,101.82,2742.0,5.2,158.38,25385.0,23194.0,11.3,,,266.0,2819050.0,51.472,2191.0,8.6
2016-05-31,134.09,29695.0,28008.0,20.0,,,49.0,2851350.0,72.501,1687.0,5.7,178.21,297638.0,287368.0,6.0,,,2656.0,47215637.0,563.133,10270.0,3.5,163.26,438063.0,419583.0,9.1,,,1312.0,50529775.0,827.796,18480.0,4.2,185.38,302688.0,366.3,22.7,,,1293.0,45526820.0,622.831,16650.0,5.5,159.31,47421.0,45735.0,5.9,,,332.0,4834802.0,90.542,1686.0,3.6,138.1,16443.0,15730.0,14.4,46.0,1308652.0,32.601,713.0,4.3,161.57,90748.0,87788.0,6.2,,,319.0,6138260.0,167.201,2960.0,3.3,143.98,50092.0,47718.0,10.0,,,109.0,4024844.0,102.453,2374.0,4.7,150.98,83069.0,79974.0,7.1,,,1214.0,5740970.0,155.775,3095.0,3.7,131.59,15797.0,14932.0,18.1,36.0,1285379.0,32.431,865.0,5.5,159.6,138563.0,134089.0,7.4,,,1303.0,12924134.0,245.145,4474.0,3.2,155.2,13855.0,13137.0,138.19,10111.0,9556.0,25.8,181.0,1046693.0,25.705,555.0,5.5,157.03,57111.0,55086.0,8.7,,,641.0,6963774.0,111.092,2025.0,3.5,154.05,18146.0,17469.0,10.4,73.0,2096958.0,37.431,677.0,3.7,137.43,72797.0,69396.0,12.0,,,320.0,6852783.0,149.16,3401.0,4.7,135.25,53172.0,50637.0,14.7,,,137.0,4995490.0,101.82,2535.0,4.8,158.38,26852.0,25143.0,11.3,,,266.0,2819050.0,51.472,1709.0,6.4
2016-06-30,134.09,29641.0,27662.0,20.0,,,49.0,2851350.0,72.501,1979.0,6.7,178.21,300405.0,288566.0,6.0,,,2656.0,47215637.0,563.133,11839.0,3.9,163.26,442347.0,421386.0,9.1,,,1312.0,50529775.0,827.796,20961.0,4.7,185.38,305746.0,366.3,22.7,,,1293.0,45526820.0,622.831,18691.0,6.1,159.31,48268.0,46319.0,5.9,,,332.0,4834802.0,90.542,1949.0,4.0,138.1,16908.0,16110.0,14.4,46.0,1308652.0,32.601,798.0,4.7,161.57,91861.0,88366.0,6.2,,,319.0,6138260.0,167.201,3495.0,3.8,143.98,50761.0,48003.0,10.0,,,109.0,4024844.0,102.453,2758.0,5.4,150.98,83957.0,80336.0,7.1,,,1214.0,5740970.0,155.775,3621.0,4.3,131.59,16299.0,15387.0,18.1,36.0,1285379.0,32.431,912.0,5.6,159.6,140527.0,135328.0,7.4,,,1303.0,12924134.0,245.145,5199.0,3.7,155.2,14381.0,13549.0,138.19,10070.0,9437.0,25.8,181.0,1046693.0,25.705,633.0,6.3,157.03,58378.0,55834.0,8.7,,,641.0,6963774.0,111.092,2544.0,4.4,154.05,18619.0,17839.0,10.4,73.0,2096958.0,37.431,780.0,4.2,137.43,73667.0,69863.0,12.0,,,320.0,6852783.0,149.16,3804.0,5.2,135.25,52575.0,49638.0,14.7,,,137.0,4995490.0,101.82,2937.0,5.6,158.38,29820.0,28174.0,11.3,,,266.0,2819050.0,51.472,1646.0,5.5
2016-07-31,134.09,29796.0,27879.0,20.0,474.0,114900.0,49.0,2851350.0,72.501,1917.0,6.4,178.21,302160.0,290097.0,6.0,2844.0,399000.0,2656.0,47215637.0,563.133,12063.0,4.0,163.26,444625.0,423518.0,9.1,3178.0,250000.0,1312.0,50529775.0,827.796,21107.0,4.7,185.38,307712.0,366.9,22.7,3147.0,125000.0,1293.0,45526820.0,622.831,19203.0,6.2,159.31,48592.0,46565.0,5.9,718.0,339250.0,332.0,4834802.0,90.542,2027.0,4.2,138.1,17034.0,16220.0,14.4,46.0,1308652.0,32.601,814.0,4.8,161.57,92429.0,88800.0,6.2,835.0,344500.0,319.0,6138260.0,167.201,3629.0,3.9,143.98,50882.0,48138.0,10.0,676.0,240000.0,109.0,4024844.0,102.453,2744.0,5.4,150.98,85655.0,81819.0,7.1,887.0,324812.0,1214.0,5740970.0,155.775,3836.0,4.5,131.59,16131.0,15199.0,18.1,36.0,1285379.0,32.431,932.0,5.8,159.6,141522.0,136289.0,7.4,1183.0,349900.0,1303.0,12924134.0,245.145,5233.0,3.7,155.2,14647.0,13848.0,138.19,10004.0,9348.0,25.8,181.0,1046693.0,25.705,656.0,6.6,157.03,58615.0,56093.0,8.7,738.0,299500.0,641.0,6963774.0,111.092,2522.0,4.3,154.05,18783.0,18017.0,10.4,73.0,2096958.0,37.431,766.0,4.1,137.43,73711.0,69963.0,12.0,763.0,200000.0,320.0,6852783.0,149.16,3748.0,5.1,135.25,52206.0,49180.0,14.7,507.0,169000.0,137.0,4995490.0,101.82,3026.0,5.8,158.38,30165.0,28634.0,11.3,1450.0,286400.0,266.0,2819050.0,51.472,1531.0,5.1
2016-08-31,134.09,29367.0,27457.0,20.0,489.0,110000.0,49.0,2851350.0,72.501,1910.0,6.5,178.21,300525.0,288881.0,6.0,2810.0,395348.0,2656.0,47215637.0,563.133,11644.0,3.9,163.26,441514.0,421019.0,9.1,3107.0,249975.0,1312.0,50529775.0,827.796,20495.0,4.6,185.38,306757.0,366.2,22.7,3078.0,127450.0,1293.0,45526820.0,622.831,19623.0,6.4,159.31,48140.0,46239.0,5.9,722.0,348902.0,332.0,4834802.0,90.542,1901.0,3.9,138.1,16365.0,15570.0,14.4,46.0,1308652.0,32.601,795.0,4.9,161.57,91278.0,87895.0,6.2,818.0,339945.0,319.0,6138260.0,167.201,3383.0,3.7,143.98,49988.0,47283.0,10.0,663.0,247093.0,109.0,4024844.0,102.453,2705.0,5.4,150.98,84391.0,80697.0,7.1,858.0,325000.0,1214.0,5740970.0,155.775,3694.0,4.4,131.59,15634.0,14697.0,18.1,36.0,1285379.0,32.431,937.0,6.0,159.6,139522.0,134627.0,7.4,1176.0,347225.0,1303.0,12924134.0,245.145,4895.0,3.5,155.2,14466.0,13690.0,138.19,9622.0,9011.0,25.8,181.0,1046693.0,25.705,611.0,6.4,157.03,57737.0,55400.0,8.7,742.0,294475.0,641.0,6963774.0,111.092,2337.0,4.0,154.05,18543.0,17811.0,10.4,73.0,2096958.0,37.431,732.0,3.9,137.43,72986.0,69145.0,12.0,777.0,199900.0,320.0,6852783.0,149.16,3841.0,5.3,135.25,51081.0,48154.0,14.7,502.0,167750.0,137.0,4995490.0,101.82,2927.0,5.7,158.38,29543.0,28017.0,11.3,1419.0,289900.0,266.0,2819050.0,51.472,1526.0,5.2
